snp_index,position,Diversity_Hawaiian-population,Diversity_non-Hawaiian_population,CHROM,Fst
3667,598224,0.00128591,5.99E-04,I,0.190626445
3674,601847,0.001324213,6.14E-04,I,0.184528637
3683,602161,0.001009248,4.36E-04,I,0.154704391
3696,602658,9.38E-04,2.95E-04,I,0.15920313
3704,603040,9.18E-04,2.96E-04,I,0.158726329
3709,604386,9.75E-04,3.01E-04,I,0.153969206
3709,604386,9.75E-04,3.01E-04,I,0.153969206
3715,604781,9.30E-04,3.03E-04,I,0.149885543
3729,607952,6.53E-04,1.89E-04,I,0.132122354
3729,607952,6.10E-04,1.87E-04,I,0.122573154
3736,608858,3.64E-04,8.11E-05,I,0.159260967
3739,609058,2.72E-04,5.88E-05,I,0.174678485
3739,609058,2.72E-04,5.88E-05,I,0.174678485
3742,609213,1.71E-04,1.20E-05,I,0.068645954
3746,609528,9.37E-05,8.55E-06,I,0.070219753
3752,611534,3.68E-05,3.42E-06,I,0.10159268
3752,611534,3.68E-05,3.42E-06,I,0.10159268
3756,624435,2.28E-05,0,I,0.021176471
3756,624435,2.28E-05,0,I,0.021176471
3756,624435,2.28E-05,0,I,0.021176471
3756,624435,2.28E-05,0,I,0.021176471
3757,624469,2.74E-05,0,I,0.019607843
3760,629212,6.65E-05,3.41E-06,I,0.039166188
3760,629212,6.65E-05,3.41E-06,I,0.039166188
3760,629212,6.65E-05,3.41E-06,I,0.039166188
3760,629212,6.65E-05,3.41E-06,I,0.039166188
3760,629212,6.65E-05,3.41E-06,I,0.039166188
3762,629231,4.38E-05,3.41E-06,I,0.047610194
3762,629231,4.38E-05,3.41E-06,I,0.047610194
3762,629231,4.38E-05,3.41E-06,I,0.047610194
3762,629231,4.38E-05,3.41E-06,I,0.047610194
3762,629231,3.92E-05,3.41E-06,I,0.051323844
3770,661867,1.07E-04,5.97E-06,I,0.072828876
3774,661957,1.54E-04,1.02E-05,I,0.068352312
3781,662406,4.44E-04,1.33E-04,I,0.262721632
3788,663466,6.95E-04,1.52E-04,I,0.241468594
3795,663826,8.33E-04,2.16E-04,I,0.316391242
3802,664376,0.00100684,2.89E-04,I,0.353474312
3810,664889,0.001244542,3.97E-04,I,0.332782606
3813,665033,0.00129357,3.98E-04,I,0.326590212
3813,665033,0.00129357,3.98E-04,I,0.326590212
3813,665033,0.00129357,3.98E-04,I,0.326590212
3819,665657,0.001200547,3.94E-04,I,0.337384317
3825,666145,0.001167059,4.07E-04,I,0.339699346
3837,666852,0.00100093,3.59E-04,I,0.332986535
3851,667647,8.71E-04,4.12E-04,I,0.333354525
3859,668378,7.69E-04,4.00E-04,I,0.288428352
3866,672929,5.96E-04,3.27E-04,I,0.2139565
3875,673655,3.58E-04,2.20E-04,I,0.196374847
3878,674004,3.09E-04,2.18E-04,I,0.208934481
3878,674004,3.09E-04,2.18E-04,I,0.208934481
3884,674756,4.13E-04,2.78E-04,I,0.198645052
3887,674813,4.13E-04,2.77E-04,I,0.198922741
3888,674816,3.99E-04,2.60E-04,I,0.205347581
3894,675689,2.75E-04,1.85E-04,I,0.189538063
3901,680507,1.55E-04,1.13E-04,I,0.232610781
3902,680541,1.17E-04,6.05E-05,I,0.153610968
3902,680541,1.17E-04,6.05E-05,I,0.153610968
3902,680541,1.17E-04,6.05E-05,I,0.153610968
3902,680541,1.17E-04,6.05E-05,I,0.153610968
3902,680541,1.17E-04,6.05E-05,I,0.153610968
3909,681175,1.38E-05,0,I,0.011764706
3915,695769,1.14E-04,4.27E-06,I,0.220926829
3925,696208,4.28E-04,2.05E-05,I,0.221912789
3927,696219,4.50E-04,2.30E-05,I,0.215052351
3930,696397,4.73E-04,2.30E-05,I,0.207495551
3931,696456,4.73E-04,2.56E-05,I,0.206653786
3939,696844,6.13E-04,3.24E-05,I,0.198487369
3941,697723,6.31E-04,3.24E-05,I,0.194269795
3941,697723,6.31E-04,3.24E-05,I,0.194269795
3941,697723,6.36E-04,3.24E-05,I,0.193245004
3948,698352,7.90E-04,7.52E-05,I,0.194658007
3959,700434,7.85E-04,1.04E-04,I,0.173012664
3978,704458,6.55E-04,1.05E-04,I,0.128250885
3987,705012,7.28E-04,1.07E-04,I,0.123935023
3992,705503,7.65E-04,1.10E-04,I,0.129781354
3995,705608,8.07E-04,1.09E-04,I,0.128580327
4004,706319,6.99E-04,1.04E-04,I,0.120698972
4009,706766,7.80E-04,1.09E-04,I,0.131396332
4009,706766,7.80E-04,1.09E-04,I,0.131396332
4010,706789,7.75E-04,1.09E-04,I,0.131942563
4018,707028,6.34E-04,6.79E-05,I,0.10932227
4024,707638,5.25E-04,3.50E-05,I,0.119188712
4036,709383,3.92E-04,1.96E-05,I,0.126606149
4043,711273,3.03E-04,1.45E-05,I,0.140468036
4045,711324,2.42E-04,1.19E-05,I,0.133595501
4047,711383,2.00E-04,1.02E-05,I,0.140822703
4049,714764,1.68E-04,8.54E-06,I,0.142937552
4052,716233,6.89E-05,3.42E-06,I,0.0647207
4052,716233,6.89E-05,3.42E-06,I,0.0647207
4052,716233,6.89E-05,3.42E-06,I,0.0647207
4053,716438,5.58E-05,1.71E-06,I,0.06779516
4053,716438,5.58E-05,1.71E-06,I,0.06779516
4056,717014,4.60E-06,0,I,0.011764706
4057,731827,5.73E-05,4.28E-05,I,0.289434663
4062,732312,1.20E-04,8.28E-05,I,0.213962618
4071,733051,3.24E-04,1.30E-04,I,0.19956179
4077,733311,5.45E-04,1.43E-04,I,0.212526642
4083,733742,7.51E-04,2.07E-04,I,0.210017322
4092,734645,9.39E-04,2.38E-04,I,0.199087494
4101,735246,0.001131163,3.51E-04,I,0.218622816
4108,735748,0.001310862,3.88E-04,I,0.214212793
4112,736250,0.001439343,4.29E-04,I,0.21784658
4120,736766,0.001612038,5.12E-04,I,0.232132238
4133,737443,0.001859152,5.13E-04,I,0.224251018
4148,738059,0.002183748,4.92E-04,I,0.239725298
4161,739071,0.002086566,4.51E-04,I,0.245355394
4183,740767,0.002205636,5.57E-04,I,0.246811668
4196,741430,0.002032503,5.28E-04,I,0.246583823
4216,742412,0.001978222,5.16E-04,I,0.245221619
4234,743498,0.001895923,4.26E-04,I,0.233960509
4252,744488,0.001935321,4.77E-04,I,0.230987542
4263,744913,0.001899425,5.17E-04,I,0.227985056
4278,745371,0.001892202,4.45E-04,I,0.215543506
4295,746500,0.00170725,4.22E-04,I,0.217376186
4305,747010,0.001320492,4.04E-04,I,0.195635102
4313,747435,0.001249357,3.99E-04,I,0.187811611
4335,748666,0.001043611,2.98E-04,I,0.222586261
4346,749138,0.001070534,2.76E-04,I,0.223904245
4357,749903,9.36E-04,2.57E-04,I,0.24061033
4366,750525,8.26E-04,2.33E-04,I,0.251967443
4385,753647,7.59E-04,2.47E-04,I,0.243050586
4397,754483,7.59E-04,2.04E-04,I,0.246622545
4408,755592,6.73E-04,2.41E-04,I,0.2509175
4422,758742,6.89E-04,2.45E-04,I,0.233523563
4431,759694,7.49E-04,2.95E-04,I,0.221778682
4434,759871,7.13E-04,2.94E-04,I,0.22741316
4442,760756,6.16E-04,3.14E-04,I,0.133162606
4450,761300,6.46E-04,3.07E-04,I,0.149647776
4450,761300,6.46E-04,3.07E-04,I,0.149647776
4458,761805,7.90E-04,3.74E-04,I,0.168867085
4470,762688,7.53E-04,3.12E-04,I,0.18450849
4476,762885,6.70E-04,2.79E-04,I,0.176254201
4487,765280,7.44E-04,2.37E-04,I,0.156561619
4502,767793,8.00E-04,2.80E-04,I,0.20802575
4524,770414,0.001131163,2.77E-04,I,0.196973062
4537,771665,0.001563666,4.19E-04,I,0.215196055
4543,772013,0.001620137,3.82E-04,I,0.216665224
4558,772600,0.001850834,4.63E-04,I,0.196430591
4569,772989,0.002279179,5.66E-04,I,0.194986801
4577,773398,0.002135157,4.99E-04,I,0.190610844
4585,773625,0.002069494,4.66E-04,I,0.188379173
4594,773854,0.002250287,4.93E-04,I,0.197364746
4609,775392,0.00230829,5.36E-04,I,0.204391661
4621,775638,0.002388399,5.68E-04,I,0.197395184
4645,776656,0.002201477,6.07E-04,I,0.190854839
4671,779921,0.002075622,5.72E-04,I,0.163429963
4675,780171,0.00199026,5.71E-04,I,0.164666009
4686,780861,0.001670698,4.83E-04,I,0.176672467
4698,781189,0.001242353,3.80E-04,I,0.172687042
4698,781189,0.001242353,3.80E-04,I,0.172687042
4702,782094,0.001193762,3.74E-04,I,0.176669432
4710,782414,0.001003995,3.41E-04,I,0.156570745
4718,782806,7.91E-04,2.92E-04,I,0.137668222
4724,783047,5.20E-04,1.92E-04,I,0.081220849
4742,783842,4.46E-04,1.24E-04,I,0.110508639
4764,793147,4.71E-04,4.18E-05,I,0.2202921
4775,793455,7.95E-04,1.68E-04,I,0.214523515
4784,794091,0.00101275,1.94E-04,I,0.197190386
4795,794756,0.00122156,3.09E-04,I,0.191799349
4797,794816,0.00129357,3.11E-04,I,0.194632525
4802,794992,0.001329029,3.71E-04,I,0.192033957
4814,795631,0.001741614,4.33E-04,I,0.195200658
4822,796064,0.001899207,4.84E-04,I,0.192650269
4826,796239,0.001964651,4.84E-04,I,0.190877967
4835,796555,0.001848427,4.65E-04,I,0.194817961
4852,798672,0.00166632,4.97E-04,I,0.182275027
4870,799424,0.001539371,5.02E-04,I,0.18014027
4885,800518,0.001447661,6.03E-04,I,0.187309511
4909,803104,0.001568044,6.30E-04,I,0.200742201
4919,803967,0.001757592,6.52E-04,I,0.207224552
4933,804464,0.001912777,6.15E-04,I,0.20564571
4952,806294,0.001621012,6.28E-04,I,0.202076981
4965,806632,0.001566949,6.03E-04,I,0.20628721
4971,806763,0.001576142,6.06E-04,I,0.211662017
4975,806953,0.001580739,6.11E-04,I,0.210978758
4990,807809,0.001539371,6.40E-04,I,0.209789914
5000,808421,0.001380903,5.59E-04,I,0.203073778
5007,808641,0.001263803,4.76E-04,I,0.205095272
5027,810469,0.001208865,4.35E-04,I,0.200698918
5045,813037,0.001103584,4.21E-04,I,0.177682653
5058,813971,9.98E-04,4.01E-04,I,0.174637456
5071,816587,1.00E-03,3.50E-04,I,0.167615028
5079,817028,9.68E-04,3.90E-04,I,0.158692776
5086,817303,9.54E-04,4.29E-04,I,0.143695829
5096,817848,0.001112558,4.90E-04,I,0.143627142
5106,819151,0.001073817,4.23E-04,I,0.136042373
5115,819857,0.001188509,4.39E-04,I,0.148079203
5120,820313,0.001268181,4.10E-04,I,0.143148488
5132,821902,0.001116717,3.63E-04,I,0.123134256
5144,822707,9.82E-04,3.63E-04,I,0.12392298
5154,823632,0.001027196,3.72E-04,I,0.130664182
5162,824480,9.04E-04,3.47E-04,I,0.135262823
5175,825949,0.001092421,2.99E-04,I,0.145795933
5183,826458,0.001085198,2.97E-04,I,0.152729262
5193,828209,9.63E-04,2.35E-04,I,0.153214164
5201,828788,0.00105171,3.11E-04,I,0.189556875
5210,830269,9.11E-04,2.50E-04,I,0.190380409
5220,830749,9.59E-04,2.60E-04,I,0.190274106
5228,831229,9.85E-04,2.18E-04,I,0.192857732
5230,831339,9.64E-04,2.08E-04,I,0.196278878
5237,832877,8.34E-04,1.96E-04,I,0.200748935
5243,833391,9.39E-04,2.03E-04,I,0.187359585
5261,835928,9.18E-04,1.99E-04,I,0.189656844
5267,836313,8.95E-04,1.64E-04,I,0.18771453
5274,839534,9.32E-04,1.62E-04,I,0.183466533
5289,840397,9.49E-04,1.63E-04,I,0.141006673
5295,840655,9.98E-04,2.01E-04,I,0.14284787
5305,842184,8.93E-04,1.78E-04,I,0.142547001
5308,842404,7.61E-04,1.66E-04,I,0.131977093
5308,842404,7.61E-04,1.66E-04,I,0.131977093
5308,842404,7.61E-04,1.66E-04,I,0.131977093
5315,843214,6.56E-04,1.59E-04,I,0.143300866
5322,843589,4.18E-04,1.47E-04,I,0.119973378
5325,843632,3.87E-04,1.42E-04,I,0.124095307
5335,844416,4.21E-04,1.41E-04,I,0.127188327
5353,852829,4.70E-04,6.06E-05,I,0.118387056
5362,853042,4.91E-04,1.96E-05,I,0.103800317
5367,853534,5.00E-04,1.96E-05,I,0.115332008
5367,853534,4.83E-04,1.96E-05,I,0.116410936
5367,853534,4.83E-04,1.96E-05,I,0.116410936
5371,853701,5.10E-04,2.13E-05,I,0.111202013
5374,853880,5.24E-04,2.39E-05,I,0.108844558
5379,854165,5.78E-04,2.56E-05,I,0.101815518
5387,855725,6.90E-04,2.82E-05,I,0.102260028
5399,859311,6.51E-04,2.65E-05,I,0.098364423
5415,861074,5.49E-04,1.79E-05,I,0.07935454
5429,862463,5.68E-04,5.86E-05,I,0.091337141
5435,862693,5.66E-04,6.04E-05,I,0.082026227
5436,862795,5.84E-04,6.04E-05,I,0.080474128
5442,863374,6.65E-04,6.04E-05,I,0.07565508
5451,863661,6.91E-04,6.21E-05,I,0.074838496
5456,864293,7.13E-04,6.03E-05,I,0.074280277
5462,864462,6.59E-04,5.86E-05,I,0.077797985
5469,864776,5.48E-04,5.52E-05,I,0.072648777
5478,865588,4.78E-04,5.52E-05,I,0.073675586
5491,867455,4.55E-04,6.67E-05,I,0.07501746
5511,869391,5.25E-04,5.76E-05,I,0.148370302
5521,873273,5.81E-04,1.49E-04,I,0.28706924
5528,873818,6.67E-04,1.55E-04,I,0.287143794
5539,874398,6.65E-04,2.03E-04,I,0.32102969
5553,875317,7.19E-04,2.32E-04,I,0.302195941
5562,876466,7.90E-04,3.02E-04,I,0.28317984
5582,878145,0.001064843,4.77E-04,I,0.242374577
5592,878628,0.001277373,5.37E-04,I,0.237026232
5594,878671,0.001258988,5.37E-04,I,0.238802211
5611,879756,0.001283283,6.57E-04,I,0.247488017
5630,880504,0.001281532,6.83E-04,I,0.242029714
5639,880640,0.001250233,5.95E-04,I,0.192126035
5654,881057,0.001347415,6.17E-04,I,0.182488721
5671,881834,0.001443064,7.46E-04,I,0.169624564
5690,883925,0.001534337,7.28E-04,I,0.176311051
5701,884215,0.001477209,6.70E-04,I,0.178201726
5721,886151,0.001202079,4.95E-04,I,0.192122374
5735,886878,0.00104777,4.36E-04,I,0.186479385
5736,886895,0.00107316,4.37E-04,I,0.184943499
5746,887342,9.49E-04,3.00E-04,I,0.170149625
5756,887734,7.71E-04,2.41E-04,I,0.155953475
5760,887774,7.12E-04,2.35E-04,I,0.160243537
5770,888588,5.20E-04,2.06E-04,I,0.164688036
5786,889456,3.86E-04,2.98E-05,I,0.113566565
5798,892264,2.06E-04,2.04E-05,I,0.056086344
5803,896695,1.61E-04,7.60E-06,I,0.06187357
5805,897216,1.79E-04,9.30E-06,I,0.056740142
5817,900510,2.12E-04,3.41E-05,I,0.035016521
5825,901637,2.70E-04,4.01E-05,I,0.062034132
5832,901902,3.20E-04,4.85E-05,I,0.055530873
5833,901905,3.38E-04,5.02E-05,I,0.054389846
5841,902122,3.79E-04,6.13E-05,I,0.050432216
5842,902168,3.69E-04,6.13E-05,I,0.051224541
5849,902535,3.85E-04,6.64E-05,I,0.052390687
5852,903710,3.72E-04,6.05E-05,I,0.053570846
5858,903821,4.17E-04,1.28E-04,I,0.071328294
5870,905379,5.94E-04,1.36E-04,I,0.105555768
5882,907169,5.44E-04,1.13E-04,I,0.111955101
5896,909832,6.26E-04,1.62E-04,I,0.125379778
5915,910892,8.00E-04,1.69E-04,I,0.128525309
5922,911598,9.00E-04,2.20E-04,I,0.123279969
5931,912217,8.99E-04,2.51E-04,I,0.125787287
5931,912217,8.99E-04,2.51E-04,I,0.125787287
5942,912933,9.91E-04,2.85E-04,I,0.136444993
5945,913324,0.001005089,2.86E-04,I,0.135202581
5953,913437,9.91E-04,2.23E-04,I,0.133281372
5970,914362,9.93E-04,2.21E-04,I,0.123474001
5982,915109,0.001128974,2.70E-04,I,0.141943486
5996,917798,0.001139918,2.93E-04,I,0.150931685
6013,920348,0.00102435,2.79E-04,I,0.153213135
6019,920963,9.06E-04,2.26E-04,I,0.162991842
6027,921284,9.55E-04,1.86E-04,I,0.159000116
6034,921933,0.001060027,2.24E-04,I,0.151435744
6044,922279,9.29E-04,1.88E-04,I,0.145918707
6048,922871,9.49E-04,1.87E-04,I,0.149109294
6057,923214,0.001016471,1.93E-04,I,0.156203047
6069,925514,8.59E-04,1.89E-04,I,0.15772009
6077,926527,6.96E-04,1.38E-04,I,0.139932861
6084,926914,5.19E-04,5.87E-05,I,0.105345285
6090,927248,4.33E-04,6.12E-05,I,0.102875521
6091,927270,4.46E-04,6.63E-05,I,0.100962812
6105,929558,5.13E-04,8.67E-05,I,0.121561011
6117,931003,5.17E-04,4.84E-05,I,0.125204926
6123,935076,5.82E-04,5.09E-05,I,0.14597814
6126,935319,5.58E-04,5.18E-05,I,0.140856383
6133,935468,4.55E-04,4.16E-05,I,0.128050611
6140,936105,4.54E-04,1.13E-04,I,0.137260833
6146,936542,5.07E-04,1.23E-04,I,0.135198939
6147,936585,5.11E-04,1.40E-04,I,0.132517925
6150,937122,5.67E-04,1.38E-04,I,0.151857481
6160,940650,6.55E-04,3.05E-04,I,0.182764653
6174,941992,5.93E-04,3.61E-04,I,0.172857238
6188,944437,6.03E-04,3.68E-04,I,0.181560857
6192,944735,5.20E-04,3.63E-04,I,0.175321301
6194,944827,5.06E-04,3.62E-04,I,0.177622106
6194,944827,5.06E-04,3.62E-04,I,0.177622106
6196,944868,4.67E-04,2.87E-04,I,0.183110272
6201,945173,4.02E-04,2.77E-04,I,0.190830962
6209,945499,5.46E-04,2.77E-04,I,0.19452547
6219,946360,5.73E-04,2.88E-04,I,0.174916579
6235,952461,6.54E-04,1.57E-04,I,0.13371529
6247,953272,6.37E-04,8.13E-05,I,0.148674085
6264,954348,6.70E-04,1.77E-04,I,0.139770142
6270,954682,7.97E-04,1.85E-04,I,0.155930325
6276,955520,9.25E-04,1.90E-04,I,0.156026234
6278,955631,9.58E-04,1.91E-04,I,0.154394448
6285,956564,0.001116717,1.95E-04,I,0.149758684
6289,956660,0.001143639,2.03E-04,I,0.147054505
6301,957049,0.001118687,1.87E-04,I,0.136981939
6318,958716,0.001244542,3.45E-04,I,0.138265726
6331,960150,0.00118041,3.18E-04,I,0.136437739
6342,960986,0.001181505,3.33E-04,I,0.13333991
6355,962603,0.001125472,2.63E-04,I,0.131201903
6365,963103,0.001093078,2.95E-04,I,0.130570847
6372,963571,0.001013187,2.92E-04,I,0.138491201
6380,964330,0.001096799,2.93E-04,I,0.157197225
6395,965918,0.001017346,3.35E-04,I,0.155986748
6403,966348,0.001098112,0.000330101,I,0.17466844
6412,967221,0.001044049,3.67E-04,I,0.177525155
6426,969268,8.74E-04,2.42E-04,I,0.185701291
6432,970051,7.57E-04,2.27E-04,I,0.19660167
6437,970353,6.74E-04,2.10E-04,I,0.206417103
6442,970695,5.77E-04,1.77E-04,I,0.22060002
6446,970887,4.82E-04,1.37E-04,I,0.21613441
6452,971138,5.52E-04,2.86E-04,I,0.175477437
6468,973145,6.08E-04,4.20E-04,I,0.140128774
6483,978823,6.44E-04,3.99E-04,I,0.137996725
6497,979697,7.38E-04,5.10E-04,I,0.116583271
6509,980278,0.000884925,4.81E-04,I,0.141071283
6518,980798,8.60E-04,4.36E-04,I,0.142747708
6521,981453,9.01E-04,4.42E-04,I,0.139352693
6521,981453,9.01E-04,4.42E-04,I,0.139352693
6521,981453,9.01E-04,4.42E-04,I,0.139352693
6521,981453,9.01E-04,4.42E-04,I,0.139352693
6527,981569,7.84E-04,2.91E-04,I,0.146127416
6537,981873,6.11E-04,1.56E-04,I,0.156051445
6544,982208,4.96E-04,1.30E-04,I,0.172266689
6554,982994,2.94E-04,1.61E-05,I,0.203190792
6562,983459,7.70E-05,6.70E-06,I,0.025535669
6566,984435,4.05E-05,5.84E-06,I,0.032086933
6572,1001651,4.05E-05,0,I,0.032679739
6578,1002114,1.60E-04,8.42E-06,I,0.059887386
6580,1002131,2.38E-04,2.76E-05,I,0.067766967
6582,1002208,3.11E-04,3.35E-05,I,0.114628166
6587,1003581,4.25E-04,4.03E-05,I,0.140973965
6599,1005210,9.09E-04,1.71E-04,I,0.219902716
6599,1005210,9.09E-04,1.71E-04,I,0.219902716
6599,1005210,9.09E-04,1.71E-04,I,0.219902716
6604,1005596,9.62E-04,1.76E-04,I,0.21247951
6611,1006290,0.001091765,1.88E-04,I,0.199936624
6622,1006653,0.00132684,2.16E-04,I,0.202648275
6631,1009755,0.001216963,2.12E-04,I,0.211356108
6637,1009927,0.001239945,1.96E-04,I,0.21308965
6651,1010585,0.001404104,2.63E-04,I,0.195322784
6662,1011408,0.001471737,2.61E-04,I,0.193678711
6685,1014108,0.001260301,2.31E-04,I,0.151636999
6687,1014197,0.001327278,2.36E-04,I,0.14900859
6695,1014619,0.001531053,2.56E-04,I,0.178512213
6704,1014878,0.001544624,2.51E-04,I,0.177942731
6711,1015294,0.001414829,2.38E-04,I,0.18519035
6720,1016055,0.001139261,2.10E-04,I,0.182884597
6722,1016093,0.001130068,2.06E-04,I,0.184316389
6726,1016145,0.001028728,2.03E-04,I,0.189235655
6741,1016560,8.38E-04,1.52E-04,I,0.203857621
6747,1018004,6.61E-04,1.48E-04,I,0.206410779
6762,1019045,4.43E-04,4.70E-05,I,0.21520501
6764,1019365,3.76E-04,4.28E-05,I,0.233162917
6772,1024858,1.72E-04,2.25E-05,I,0.060944261
6777,1026144,1.32E-04,2.25E-05,I,0.065454079
6777,1026144,1.32E-04,2.25E-05,I,0.065454079
6777,1026144,1.32E-04,2.25E-05,I,0.065454079
6777,1026144,1.32E-04,2.25E-05,I,0.065454079
6777,1026144,1.32E-04,2.25E-05,I,0.065454079
6780,1026283,8.49E-05,0,I,0.039009288
6780,1026283,8.03E-05,0,I,0.040522876
6784,1029884,2.67E-05,0,I,0.043137255
6784,1029884,2.67E-05,0,I,0.043137255
6784,1029884,2.67E-05,0,I,0.043137255
6786,1044642,4.60E-06,0,I,0.011764706
6787,1045794,9.19E-06,2.55E-06,I,0.011545294
6787,1045794,1.38E-05,2.55E-06,I,0.011607036
6787,1045794,1.38E-05,2.55E-06,I,0.011607036
6789,1046214,2.76E-05,3.40E-06,I,0.011418235
6791,1048257,4.60E-05,5.95E-06,I,0.009248926
6804,1050248,2.76E-04,1.79E-04,I,0.139889374
6813,1050784,3.75E-04,1.99E-04,I,0.11785008
6819,1050892,6.31E-04,3.69E-04,I,0.152620758
6826,1051348,8.07E-04,4.33E-04,I,0.142014413
6827,1051362,8.11E-04,4.33E-04,I,0.141664757
6831,1051493,8.49E-04,4.33E-04,I,0.14036727
6833,1051623,8.58E-04,4.34E-04,I,0.1394918
6835,1051765,8.76E-04,4.36E-04,I,0.138207262
6840,1051968,9.08E-04,4.40E-04,I,0.137652908
6848,1052388,0.001009029,5.02E-04,I,0.131016037
6866,1053409,8.45E-04,3.36E-04,I,0.117785064
6885,1058956,9.51E-04,3.30E-04,I,0.134695093
6895,1059670,8.68E-04,2.26E-04,I,0.113269256
6902,1060136,6.92E-04,1.63E-04,I,0.118355099
6910,1060977,8.27E-04,2.58E-04,I,0.13483567
6921,1061343,9.01E-04,3.04E-04,I,0.134633976
6927,1061773,9.27E-04,3.22E-04,I,0.131965447
6934,1062716,9.59E-04,3.44E-04,I,0.129194557
6940,1064492,9.31E-04,4.12E-04,I,0.127906551
6953,1065006,9.12E-04,4.00E-04,I,0.135391915
6962,1065611,8.73E-04,4.00E-04,I,0.13730558
6971,1066614,6.68E-04,3.88E-04,I,0.130246328
6982,1067766,6.00E-04,3.38E-04,I,0.116414625
6987,1067995,7.19E-04,3.88E-04,I,0.117537497
6995,1069150,5.89E-04,3.31E-04,I,0.097636263
7003,1069464,4.72E-04,2.82E-04,I,0.092601033
7007,1069900,4.33E-04,2.63E-04,I,0.096618377
7012,1070355,3.83E-04,2.39E-04,I,0.101242851
7016,1072165,3.65E-04,1.67E-04,I,0.103710617
7022,1072529,2.65E-04,1.14E-04,I,0.09608892
7025,1072898,2.37E-04,1.07E-04,I,0.103361044
7026,1072913,2.37E-04,1.04E-04,I,0.103986449
7032,1073379,1.32E-04,8.84E-05,I,0.12123447
7037,1074046,1.31E-05,3.79E-05,I,0.112928377
7047,1090572,3.14E-04,6.90E-05,I,0.176700722
7058,1091016,7.00E-04,1.11E-04,I,0.148726583
7062,1091161,7.63E-04,1.16E-04,I,0.141443105
7064,1091197,8.10E-04,1.17E-04,I,0.141454123
7064,1091197,8.10E-04,1.18E-04,I,0.141343467
7070,1091503,8.84E-04,1.46E-04,I,0.136119138
7080,1092117,0.001131819,2.11E-04,I,0.125217921
7093,1095143,0.001378495,3.31E-04,I,0.121343743
7101,1095957,0.00160985,3.99E-04,I,0.116557273
7109,1096305,0.001873817,5.53E-04,I,0.142604127
7127,1097096,0.001796772,5.04E-04,I,0.138770195
7142,1097756,0.001486183,4.68E-04,I,0.13962293
7149,1097978,0.001485308,4.76E-04,I,0.140560698
7160,1098455,0.001757592,5.15E-04,I,0.161091548
7163,1098880,0.001783858,5.37E-04,I,0.159711066
7170,1099355,0.001740301,5.11E-04,I,0.161373857
7190,1100595,0.002145663,5.81E-04,I,0.234628215
7212,1103412,0.002458878,5.45E-04,I,0.270074269
7235,1105130,0.003270479,6.17E-04,I,0.29960168
7257,1106805,0.004165034,6.47E-04,I,0.317681071
7267,1107751,0.003977018,6.29E-04,I,0.322982365
7279,1108523,0.00417948,6.82E-04,I,0.324785601
7285,1108758,0.004243611,7.07E-04,I,0.32596448
7296,1108859,0.003956443,7.38E-04,I,0.327993453
7300,1108933,0.0039571,7.15E-04,I,0.32867403
7302,1108979,0.003931053,7.13E-04,I,0.329839893
7313,1109125,0.003326949,5.85E-04,I,0.324843401
7321,1109784,0.002767059,5.01E-04,I,0.323491326
7336,1110102,0.001724104,3.61E-04,I,0.320248646
7350,1111953,5.66E-04,1.77E-04,I,0.263894466
7353,1112032,5.17E-04,1.74E-04,I,0.273214045
7360,1112453,2.38E-04,1.15E-04,I,0.241632874
7364,1114933,1.13E-04,7.83E-05,I,0.209699143
7366,1114945,8.08E-05,6.65E-06,I,0.255419198
7368,1116002,6.74E-05,6.65E-06,I,0.28405391
7371,1125020,7.20E-05,8.36E-06,I,0.268113704
7379,1126463,1.87E-04,5.94E-05,I,0.156681579
7388,1126921,4.68E-04,1.76E-04,I,0.234100094
7390,1126931,4.91E-04,1.77E-04,I,0.228401966
7390,1126931,4.91E-04,1.77E-04,I,0.228401966
7390,1126931,4.91E-04,1.77E-04,I,0.228401966
7390,1126931,4.91E-04,1.77E-04,I,0.228401966
7390,1126931,4.91E-04,1.77E-04,I,0.228401966
7390,1126931,4.91E-04,1.77E-04,I,0.228401966
7391,1127005,4.77E-04,1.77E-04,I,0.231694623
7405,1127838,6.58E-04,1.94E-04,I,0.197239637
