c_label,collection_type,island,species_id,pcr_positive,worms_on_sample,longitude,latitude,multiple_type
C-0004,PCR -,Oahu,Unknown,0,Yes,-157.724203,21.306319,no
C-0006,PCR -,Oahu,Unknown,0,Yes,-157.723378,21.306356,yes
C-0007,PCR -,Oahu,Unknown,0,Yes,-157.722292,21.307472,yes
C-0009,PCR -,Oahu,Unknown,0,Yes,-157.722431,21.308419,yes
C-0012,PCR -,Oahu,Unknown,0,Yes,-157.722147,21.307931,no
C-0015,PCR -,Oahu,Unknown,0,Yes,-157.721969,21.313192,no
C-0021,PCR -,Oahu,Unknown,0,Yes,-157.723014,21.314639,yes
C-0025,PCR -,Oahu,Unknown,0,Yes,-157.857217,21.315175,no
C-0026,PCR -,Oahu,Unknown,0,Yes,-157.857536,21.315108,no
C-0028,PCR -,Oahu,Unknown,0,Yes,-157.721036,21.309397,yes
C-0032,PCR -,Oahu,Unknown,0,Yes,-157.806158,21.385961000000002,no
C-0038,PCR -,Oahu,Unknown,0,Yes,-157.721692,21.312139,yes
C-0049,PCR -,Oahu,Unknown,0,Yes,-157.723156,21.306561,no
C-0051,PCR -,Oahu,Unknown,0,Yes,-157.805756,21.359433,yes
C-0052,PCR -,Oahu,Unknown,0,Yes,-157.810692,21.353661,no
C-0057,PCR -,Oahu,Unknown,0,Yes,-157.7226,21.314214,yes
C-0061,PCR -,Oahu,Unknown,0,Yes,-157.800606,21.380164,yes
C-0062,PCR -,Oahu,Unknown,0,Yes,-157.799989,21.338567,no
C-0068,PCR -,Oahu,Unknown,0,Yes,-157.72425,21.3071,no
C-0076,PCR -,Oahu,Unknown,0,Yes,-157.78015,21.364619,yes
C-0077,PCR -,Oahu,Unknown,0,Yes,-157.780194,21.364069,no
C-0078,PCR -,Oahu,Unknown,0,Yes,-157.781025,21.364117,no
C-0087,PCR -,Oahu,Unknown,0,Yes,-158.016819,21.503733,no
C-0090,PCR -,Oahu,Unknown,0,Yes,-157.800728,21.334344,yes
C-0093,PCR -,Oahu,Unknown,0,Yes,-157.779367,21.361767,no
C-0098,PCR -,Oahu,Unknown,0,Yes,-157.857819,21.316744,no
C-0109,PCR -,Kauai,Unknown,0,Yes,-159.594825,22.198275,yes
C-0113,PCR -,Kauai,Unknown,0,Yes,-159.596983,22.205197,yes
C-0117,PCR -,Kauai,Unknown,0,Yes,-159.595983,22.211117,yes
C-0123,PCR -,Kauai,Unknown,0,Yes,-159.584722,22.219186,yes
C-0147,PCR -,Kauai,Unknown,0,Yes,-159.625719,22.148542,yes
C-0156,PCR -,Kauai,Unknown,0,Yes,-159.672317,22.106808,yes
C-0157,PCR -,Kauai,Unknown,0,Yes,-159.654611,22.132931,no
C-0158,PCR -,Kauai,Unknown,0,Yes,-159.659722,22.129519,no
C-0163,PCR -,Kauai,Unknown,0,Yes,-159.672317,22.1068,no
C-0169,PCR -,Kauai,Unknown,0,Yes,-159.609375,22.147131,no
C-0171,PCR -,Kauai,Unknown,0,Yes,-159.611914,22.146142,no
C-0173,PCR -,Kauai,Unknown,0,Yes,-159.617336,22.146903,yes
C-0188,PCR -,Kauai,Unknown,0,Yes,-159.535122,22.21465,yes
C-0189,PCR -,Kauai,Unknown,0,Yes,-159.469825,22.211489,yes
C-0190,PCR -,Kauai,Unknown,0,Yes,-159.326181,22.171433,yes
C-0192,PCR -,Kauai,Unknown,0,Yes,-159.475858,22.211278,no
C-0195,PCR -,Kauai,Unknown,0,Yes,-159.346928,22.003719,no
C-0202,PCR -,Kauai,Unknown,0,Yes,-159.585814,22.217519,no
C-0211,PCR -,Kauai,Unknown,0,Yes,-159.595944,22.203142,yes
C-0221,PCR -,Kauai,Unknown,0,Yes,-159.595147,22.201019,no
C-0224,PCR -,Kauai,Unknown,0,Yes,-159.664956,22.121633,no
C-0231,PCR -,Kauai,Unknown,0,Yes,-159.6460699,22.15107135,yes
C-0232,PCR -,Kauai,Unknown,0,Yes,-159.640055,22.14512,yes
C-0239,PCR -,Kauai,Unknown,0,Yes,-159.674272,22.094358,no
C-0242,PCR -,Kauai,Unknown,0,Yes,-159.671308,22.108408,yes
C-0245,PCR -,Kauai,Unknown,0,Yes,-159.670781,22.113936,yes
C-0255,PCR -,Kauai,Unknown,0,Yes,-159.418867,22.071869,yes
C-0260,PCR -,Kauai,Unknown,0,Yes,-159.423314,22.079544,yes
C-0262,PCR -,Kauai,Unknown,0,Yes,-159.426217,22.081506,yes
C-0263,PCR -,Kauai,Unknown,0,Yes,-159.426053,22.081378,no
C-0265,PCR -,Kauai,Unknown,0,Yes,-159.426114,22.081536,no
C-0272,PCR -,Kauai,Unknown,0,Yes,-159.413903,22.069731,no
C-0275,PCR -,Kauai,Unknown,0,Yes,-159.426214,22.081447,yes
C-0281,PCR -,Kauai,Unknown,0,Yes,-159.426189,22.081308,no
C-0282,PCR -,Kauai,Unknown,0,Yes,-159.426189,22.081308,no
C-0283,PCR -,Kauai,Unknown,0,Yes,-159.426267,22.081319,no
C-0284,PCR -,Kauai,Unknown,0,Yes,-159.426164,22.081356,no
C-0285,PCR -,Kauai,Unknown,0,Yes,-159.426103,22.081478,no
C-0286,PCR -,Kauai,Unknown,0,Yes,-159.42615,22.081408,no
C-0287,PCR -,Kauai,Unknown,0,Yes,-159.426083,22.081397,yes
C-0289,PCR -,Kauai,Unknown,0,Yes,-159.426097,22.081461,no
C-0290,PCR -,Kauai,Unknown,0,Yes,-159.426297,22.081394,no
C-0292,PCR -,Kauai,Unknown,0,Yes,-159.426011,22.081628,no
C-0293,PCR -,Kauai,Unknown,0,Yes,-159.426014,22.081589,yes
C-0297,PCR -,Kauai,Unknown,0,Yes,-159.425942,22.081622,no
C-0298,PCR -,Kauai,Unknown,0,Yes,-159.425944,22.081633,yes
C-0300,PCR -,Kauai,Unknown,0,Yes,-159.426031,22.081642,no
C-0302,PCR -,Kauai,Unknown,0,Yes,-159.474942,22.199367,no
C-0308,PCR -,Maui,Unknown,0,Yes,-156.5363,20.9486,yes
C-0312,PCR -,Maui,Unknown,0,Yes,-156.536245,20.948582,no
C-0316,PCR -,Maui,Unknown,0,Yes,-156.535883,20.948744,no
C-0331,PCR -,Maui,Unknown,0,Yes,-156.535461,20.949444,yes
C-0333,PCR -,Kauai,Unknown,0,Yes,-159.474708,22.201183,no
C-0337,PCR -,Kauai,Unknown,0,Yes,-159.475117,22.200728,no
C-0340,PCR -,Maui,Unknown,0,Yes,-156.336383,20.670197,no
C-0354,PCR -,Maui,Unknown,0,Yes,-156.533814,20.951715,no
C-0359,PCR -,Maui,Unknown,0,Yes,-156.535675,20.948678,no
C-0360,PCR -,Maui,Unknown,0,Yes,-156.339425,20.674525,no
C-0364,PCR -,Maui,Unknown,0,Yes,-156.051429,20.794097,no
C-0368,PCR -,Maui,Unknown,0,Yes,-156.073466,20.798997,no
C-0372,PCR -,Maui,Unknown,0,Yes,-156.080635,20.803007,no
C-0373,PCR -,Maui,Unknown,0,Yes,-156.332881,20.673522,no
C-0379,PCR -,Kauai,Unknown,0,Yes,-159.66019,22.131743,no
C-0390,PCR -,Kauai,Unknown,0,Yes,-159.671714,22.116089,no
C-0394,PCR -,Kauai,Unknown,0,Yes,-159.659747,22.129439,no
C-0403,PCR -,Maui,Unknown,0,Yes,-155.997712,20.770049,yes
C-0405,PCR -,Maui,Unknown,0,Yes,-156.330583,20.677,no
C-0406,PCR -,Kauai,Unknown,0,Yes,-159.660294,22.131269,no
C-0409,PCR -,Maui,Unknown,0,Yes,-156.331256,20.676817,no
C-0411,PCR -,Maui,Unknown,0,Yes,-156.030819,20.78425,yes
C-0416,PCR -,Maui,Unknown,0,Yes,-156.116768,20.8131,yes
C-0424,PCR -,Kauai,Unknown,0,Yes,-159.420817,22.074664,no
C-0426,PCR -,Kauai,Unknown,0,Yes,-159.422125,22.076611,yes
C-0428,PCR -,Kauai,Unknown,0,Yes,-159.422961,22.078697,no
C-0429,PCR -,Kauai,Unknown,0,Yes,-159.423094,22.079097,no
C-0431,PCR -,Kauai,Unknown,0,Yes,-159.423914,22.07975,no
C-0440,PCR -,Kauai,Unknown,0,Yes,-159.425275,22.080756,no
C-0444,PCR -,Kauai,Unknown,0,Yes,-159.427136,22.085308,no
C-0445,PCR -,Kauai,Unknown,0,Yes,-159.427886,22.086603,no
C-0448,PCR -,Kauai,Unknown,0,Yes,-159.4160708,22.07237328,no
C-0450,PCR -,Kauai,Unknown,0,Yes,-159.417614,22.071756,yes
C-0451,PCR -,Kauai,Unknown,0,Yes,-159.416544,22.071583,no
C-0456,PCR -,Kauai,Unknown,0,Yes,-159.601247,21.901075,yes
C-0459,PCR -,Kauai,Unknown,0,Yes,-159.658203,22.120758,no
C-0460,PCR -,Kauai,Unknown,0,Yes,-159.658,22.121408,no
C-0463,PCR -,Kauai,Unknown,0,Yes,-159.656831,22.122678,yes
C-0466,PCR -,Kauai,Unknown,0,Yes,-159.653486,22.124342,yes
C-0467,PCR -,Kauai,Unknown,0,Yes,-159.651647,22.124731,no
C-0469,PCR -,Kauai,Unknown,0,Yes,-159.655858,22.12395,yes
C-0479,PCR -,Kauai,Unknown,0,Yes,-159.664317,22.12186636,no
C-0502,PCR -,Kauai,Unknown,0,Yes,-159.6209707,22.1517887,no
C-0512,PCR -,Kauai,Unknown,0,Yes,-159.657581,22.130244,no
C-0513,PCR -,Kauai,Unknown,0,Yes,-159.677783,22.101269,no
C-0520,PCR -,Kauai,Unknown,0,Yes,-159.660439,22.131492,no
C-0523,PCR -,Kauai,Unknown,0,Yes,-159.660464,22.131497,no
C-0524,PCR -,Kauai,Unknown,0,Yes,-159.660475,22.132931,yes
C-0527,PCR -,Kauai,Unknown,0,Yes,-159.6116399,22.14598114,no
C-0531,PCR -,Kauai,Unknown,0,Yes,-159.660417,22.117706,no
C-0533,PCR -,Kauai,Unknown,0,Yes,-159.431408,22.092094,no
C-0537,PCR -,Kauai,Unknown,0,Yes,-159.660447,22.132692,yes
C-0538,PCR -,Kauai,Unknown,0,Yes,-159.660425,22.132747,no
C-0545,PCR -,Kauai,Unknown,0,Yes,-159.657808,22.130694,yes
C-0546,PCR -,Kauai,Unknown,0,Yes,-159.657831,22.130731,yes
C-0555,PCR -,Kauai,Unknown,0,Yes,-159.412764,22.086411,no
C-0558,PCR -,Kauai,Unknown,0,Yes,-159.413108,22.077467,no
C-0560,PCR -,Kauai,Unknown,0,Yes,-159.412728,22.079822,no
C-0562,PCR -,Molokai,Unknown,0,Yes,-156.965772,21.138145,no
C-0576,PCR -,Maui,Unknown,0,Yes,-156.334036,20.672492,no
C-0588,PCR -,Kauai,Unknown,0,Yes,-159.375083,21.978942,yes
C-0602,PCR -,Kauai,Unknown,0,Yes,-159.616153,22.148506,no
C-0603,PCR -,Kauai,Unknown,0,Yes,-159.611828,22.146131,yes
C-0604,PCR -,Kauai,Unknown,0,Yes,-159.611519,22.145906,no
C-0616,PCR -,Kauai,Unknown,0,Yes,-159.6143508,21.96537236,no
C-0617,PCR -,Kauai,Unknown,0,Yes,-159.6143508,21.96537236,no
C-0619,PCR -,Kauai,Unknown,0,Yes,-159.673369,22.107367,yes
C-0622,PCR -,Molokai,Unknown,0,Yes,-156.965847,21.138017,no
C-0624,PCR -,Molokai,Unknown,0,Yes,-157.005439,21.177158,no
C-0627,PCR -,Molokai,Unknown,0,Yes,-157.005517,21.176986,no
C-0637,PCR -,Molokai,Unknown,0,Yes,-157.008272,21.175628,no
C-0639,PCR -,Molokai,Unknown,0,Yes,-157.008375,21.175619,no
C-0640,PCR -,Molokai,Unknown,0,Yes,-157.008266,21.175638,no
C-0645,PCR -,Molokai,Unknown,0,Yes,-157.005756,21.177225,no
C-0650,PCR -,Kauai,Unknown,0,Yes,-159.651233,22.124942,no
C-0651,PCR -,Kauai,Unknown,0,Yes,-159.660483,22.131517,no
C-0653,PCR -,Kauai,Unknown,0,Yes,-159.660472,22.131581,no
C-0658,PCR -,Kauai,Unknown,0,Yes,-159.660425,22.131444,yes
C-0659,PCR -,Kauai,Unknown,0,Yes,-159.660469,22.131481,no
C-0674,PCR -,Kauai,Unknown,0,Yes,-159.662928,22.134392,yes
C-0676,PCR -,Kauai,Unknown,0,Yes,-159.656228,22.123297,yes
C-0678,PCR -,Kauai,Unknown,0,Yes,-159.657331,22.122489,yes
C-0679,PCR -,Kauai,Unknown,0,Yes,-159.651233,22.124969,yes
C-0680,PCR -,Kauai,Unknown,0,Yes,-159.658058,22.121489,yes
C-0682,PCR -,Kauai,Unknown,0,Yes,-159.658325,22.120481,no
C-0688,PCR -,Kauai,Unknown,0,Yes,-159.660508,22.132892,yes
C-0694,PCR -,Kauai,Unknown,0,Yes,-159.660056,22.130572,no
C-0696,PCR -,Kauai,Unknown,0,Yes,-159.417508,22.071294,yes
C-0698,PCR -,Kauai,Unknown,0,Yes,-159.417506,22.071367,yes
C-0707,PCR -,Kauai,Unknown,0,Yes,-159.674375,22.106439,no
C-0709,PCR -,Kauai,Unknown,0,Yes,-159.681669,22.118494,yes
C-0711,PCR -,Kauai,Unknown,0,Yes,-159.678925,22.117683,yes
C-0712,PCR -,Kauai,Unknown,0,Yes,-159.674861,22.114742,no
C-0713,PCR -,Kauai,Unknown,0,Yes,-159.672764,22.110806,yes
C-0715,PCR -,Kauai,Unknown,0,Yes,-159.672139,22.109094,no
C-0721,PCR -,Kauai,Unknown,0,Yes,-159.662497,22.071153,no
C-0725,PCR -,Kauai,Unknown,0,Yes,-159.672744,22.026014,no
C-0727,PCR -,Kauai,Unknown,0,Yes,-159.660425,22.131478,yes
C-0730,PCR -,Kauai,Unknown,0,Yes,-159.660325,22.130314,no
C-0739,PCR -,Kauai,Unknown,0,Yes,-159.337906,22.086706,no
C-0743,PCR -,Kauai,Unknown,0,Yes,-159.660483,22.131519,no
C-0750,PCR -,Maui,Unknown,0,Yes,-156.17982,20.87057,no
C-0753,PCR -,Kauai,Unknown,0,Yes,-159.6497521,22.12558546,yes
C-0756,PCR -,Molokai,Unknown,0,Yes,-157.008211,21.175615,no
C-0758,PCR -,Molokai,Unknown,0,Yes,-157.005256,21.177061,no
C-0759,PCR -,Molokai,Unknown,0,Yes,-157.0053879,21.1770063,no
C-0762,PCR -,Molokai,Unknown,0,Yes,-157.005667,21.177108,no
C-0764,PCR -,Molokai,Unknown,0,Yes,-157.005458,21.177017,no
C-0770,PCR -,Molokai,Unknown,0,Yes,-157.005414,21.177047,yes
C-0771,PCR -,Molokai,Unknown,0,Yes,-157.008215,21.175636,no
C-0772,PCR -,Molokai,Unknown,0,Yes,-156.998814,21.151286,no
C-0775,PCR -,Molokai,Unknown,0,Yes,-157.008133,21.175608,no
C-0779,PCR -,Molokai,Unknown,0,Yes,-157.008233,21.175639,no
C-0780,PCR -,Kauai,Unknown,0,Yes,-159.388328,22.102964,no
C-0782,PCR -,Kauai,Unknown,0,Yes,-159.426006,22.081678,no
C-0787,PCR -,Kauai,Unknown,0,Yes,-159.425983,22.081661,no
C-0788,PCR -,Kauai,Unknown,0,Yes,-159.426003,22.081647,yes
C-0791,PCR -,Kauai,Unknown,0,Yes,-159.435936,22.092892,no
C-0792,PCR -,Kauai,Unknown,0,Yes,-159.425992,22.081633,yes
C-0796,PCR -,Kauai,Unknown,0,Yes,-159.425942,22.081611,no
C-0801,PCR -,Kauai,Unknown,0,Yes,-159.430731,22.091008,no
C-0812,PCR -,Kauai,Unknown,0,Yes,-159.641442,22.149092,no
C-0817,PCR -,Kauai,Unknown,0,Yes,-159.640044,22.147711,no
C-0829,PCR -,Kauai,Unknown,0,Yes,-159.660536,22.132725,yes
C-0831,PCR -,Kauai,Unknown,0,Yes,-159.6608,22.133392,no
C-0833,PCR -,Kauai,Unknown,0,Yes,-159.650611,22.141514,no
C-0837,PCR -,Kauai,Unknown,0,Yes,-159.652872,22.142033,no
C-0840,PCR -,Kauai,Unknown,0,Yes,-159.655792,22.143853,no
C-0841,PCR -,Kauai,Unknown,0,Yes,-159.3867246,22.10248212,no
C-0847,PCR -,Kauai,Unknown,0,Yes,-159.476669,22.198492,no
C-0849,PCR -,Kauai,Unknown,0,Yes,-159.392369,22.103744,no
C-0851,PCR -,Kauai,Unknown,0,Yes,-159.476856,22.197839,no
C-0853,PCR -,Kauai,Unknown,0,Yes,-159.686314,22.119697,no
C-0854,PCR -,Kauai,Unknown,0,Yes,-159.3892,22.104125,no
C-0855,PCR -,Kauai,Unknown,0,Yes,-159.477408,22.197592,no
C-0859,PCR -,Kauai,Unknown,0,Yes,-159.477839,22.196744,yes
C-0865,PCR -,Maui,Unknown,0,Yes,-156.1798334,20.8706192,yes
C-0866,PCR -,Kauai,Unknown,0,Yes,-159.388972,22.103936,no
C-0870,PCR -,Maui,Unknown,0,Yes,-156.0758536,20.79521427,yes
C-0874,PCR -,Kauai,Unknown,0,Yes,-159.38845,22.103753,no
C-0875,PCR -,Kauai,Unknown,0,Yes,-159.3573668,22.04649654,no
C-0876,PCR -,Maui,Unknown,0,Yes,-156.0758536,20.79521364,no
C-0879,PCR -,Kauai,Unknown,0,Yes,-159.357803,22.046483,yes
C-0884,PCR -,Maui,Unknown,0,Yes,-156.243129,20.912386,no
C-0891,PCR -,Kauai,Unknown,0,Yes,-159.360589,22.042781,yes
C-0898,PCR -,Kauai,Unknown,0,Yes,-159.474839,22.199936,no
C-0906,PCR -,Kauai,Unknown,0,Yes,-159.392406,22.087617,yes
C-0907,PCR -,Kauai,Unknown,0,Yes,-159.477886,22.196469,no
C-0909,PCR -,Maui,Unknown,0,Yes,-156.11988,20.814048,no
C-0910,PCR -,Kauai,Unknown,0,Yes,-159.392383,22.087667,no
C-0911,PCR -,Kauai,Unknown,0,Yes,-159.47835,22.1947,no
C-0912,PCR -,Maui,Unknown,0,Yes,-156.1857636,20.874467,no
C-0916,PCR -,Kauai,Unknown,0,Yes,-159.477386,22.197636,no
C-0919,PCR -,Kauai,Unknown,0,Yes,-159.478489,22.194631,yes
C-0922,PCR -,Kauai,Unknown,0,Yes,-159.391661,22.086658,no
C-0926,PCR -,Kauai,Unknown,0,Yes,-159.390886,22.086197,no
C-0930,PCR -,Kauai,Unknown,0,Yes,-159.390214,22.085631,no
C-0932,PCR -,Kauai,Unknown,0,Yes,-159.47795,22.195531,no
C-0937,PCR -,Kauai,Unknown,0,Yes,-159.478633,22.194325,yes
C-0939,PCR -,Maui,Unknown,0,Yes,-156.0758536,20.79521364,no
C-0942,PCR -,Kauai,Unknown,0,Yes,-159.389292,22.085553,yes
C-0945,PCR -,Kauai,Unknown,0,Yes,-159.387539,22.085269,no
C-0950,PCR -,Kauai,Unknown,0,Yes,-159.478586,22.194369,no
C-0954,PCR -,Kauai,Unknown,0,Yes,-159.478606,22.194394,yes
C-0966,PCR -,Kauai,Unknown,0,Yes,-159.690431,22.122058,no
C-0973,PCR -,Kauai,Unknown,0,Yes,-159.681722,22.118553,no
C-0980,PCR -,Kauai,Unknown,0,Yes,-159.479011,22.192867,no
C-0983,PCR -,Kauai,Unknown,0,Yes,-159.676703,22.098633,yes
C-0986,PCR -,Kauai,Unknown,0,Yes,-159.478586,22.194386,yes
C-0990,PCR -,Kauai,Unknown,0,Yes,-159.478589,22.194358,no
C-0991,PCR -,Kauai,Unknown,0,Yes,-159.664394,22.121917,no
C-0996,PCR -,Kauai,Unknown,0,Yes,-159.479192,22.192269,no
C-1008,PCR -,Kauai,Unknown,0,Yes,-159.479233,22.192208,no
C-1010,PCR -,Kauai,Unknown,0,Yes,-159.390764,22.086169,no
C-1012,PCR -,Kauai,Unknown,0,Yes,-159.479417,22.191911,no
C-1022,PCR -,Kauai,Unknown,0,Yes,-159.436481,22.092953,no
C-1024,PCR -,Kauai,Unknown,0,Yes,-159.426103,22.082331,no
C-1034,PCR -,Kauai,Unknown,0,Yes,-159.426456,22.088514,no
C-1037,PCR -,Kauai,Unknown,0,Yes,-159.433019,22.092786,no
C-1045,PCR -,Kauai,Unknown,0,Yes,-159.389006,22.104164,yes
C-1053,PCR -,Kauai,Unknown,0,Yes,-159.392339,22.103703,no
C-1056,PCR -,Maui,Unknown,0,Yes,-156.523303,20.878214,no
C-1061,PCR -,Kauai,Unknown,0,Yes,-159.660528,22.131542,no
C-1066,PCR -,Kauai,Unknown,0,Yes,-159.408808,22.052375,yes
C-1067,PCR -,Kauai,Unknown,0,Yes,-159.417481,22.071367,no
C-1069,PCR -,Kauai,Unknown,0,Yes,-159.417508,22.071381,yes
C-1072,PCR -,Kauai,Unknown,0,Yes,-159.389136,22.007644,yes
C-1075,PCR -,Kauai,Unknown,0,Yes,-159.414844,22.074047,no
C-1076,PCR -,Kauai,Unknown,0,Yes,-159.4143523,22.0755141,no
C-1084,PCR -,Kauai,Unknown,0,Yes,-159.478914,22.193308,no
C-1086,PCR -,Kauai,Unknown,0,Yes,-159.478906,22.192403,no
C-1087,PCR -,Kauai,Unknown,0,Yes,-159.480375,22.190942,yes
C-1091,PCR -,Kauai,Unknown,0,Yes,-159.472756,22.201458,yes
C-1108,PCR -,Maui,Unknown,0,Yes,-156.515519,20.881944,no
C-1110,PCR -,Maui,Unknown,0,Yes,-156.516547,20.881375,no
C-1115,PCR -,Maui,Unknown,0,Yes,-156.535475,20.949033,yes
C-1125,PCR -,Kauai,Unknown,0,Yes,-159.478564,22.194414,yes
C-1126,PCR -,Maui,Unknown,0,Yes,-156.536444,20.948897,no
C-1129,PCR -,Kauai,Unknown,0,Yes,-159.478628,22.194378,no
C-1130,PCR -,Maui,Unknown,0,Yes,-156.534914,20.950136,no
C-1134,PCR -,Maui,Unknown,0,Yes,-156.535508,20.949254,no
C-1141,PCR -,Maui,Unknown,0,Yes,-156.53625,20.94853,no
C-1144,PCR -,Kauai,Unknown,0,Yes,-159.657306,22.130783,no
C-1147,PCR -,Kauai,Unknown,0,Yes,-159.6520226,22.12468042,no
C-1149,PCR -,Maui,Unknown,0,Yes,-156.536892,20.94975,no
C-1151,PCR -,Kauai,Unknown,0,Yes,-159.657189,22.130964,no
C-1160,PCR -,Kauai,Unknown,0,Yes,-159.655486,22.1241,no
C-1171,PCR -,Kauai,Unknown,0,Yes,-159.656089,22.123567,no
C-1179,PCR -,Kauai,Unknown,0,Yes,-159.656844,22.122822,no
C-1182,PCR -,Kauai,Unknown,0,Yes,-159.656833,22.122903,yes
C-1190,PCR -,Kauai,Unknown,0,Yes,-159.657144,22.122583,yes
C-1191,PCR -,Kauai,Unknown,0,Yes,-159.657847,22.130219,no
C-1192,PCR -,Maui,Unknown,0,Yes,-156.338428,20.675686,no
C-1202,PCR -,Maui,Unknown,0,Yes,-156.0650423,20.78352803,yes
C-1203,PCR -,Maui,Unknown,0,Yes,-156.51148,20.899045,no
C-1206,PCR -,Maui,Unknown,0,Yes,-156.0650423,20.78352803,no
C-1209,PCR -,Maui,Unknown,0,Yes,-156.0650423,20.78352803,no
C-1211,PCR -,Maui,Unknown,0,Yes,-156.520422,20.879108,no
C-1214,PCR -,Maui,Unknown,0,Yes,-156.0650423,20.78352803,no
C-1221,PCR -,Maui,Unknown,0,Yes,-156.0650423,20.78352803,no
C-1222,PCR -,Maui,Unknown,0,Yes,-156.0650423,20.78352803,no
C-1225,PCR -,Maui,Unknown,0,Yes,-156.0650423,20.78352803,no
C-1226,PCR -,Maui,Unknown,0,Yes,-156.1200481,20.83336165,no
C-1229,PCR -,Maui,Unknown,0,Yes,-156.0650423,20.78352803,yes
C-1230,PCR -,Maui,Unknown,0,Yes,-156.1199253,20.8331329,yes
C-1234,PCR -,Maui,Unknown,0,Yes,-156.1200481,20.83336165,no
C-1239,PCR -,Maui,Unknown,0,Yes,-156.518349,20.880395,no
C-1241,PCR -,Maui,Unknown,0,Yes,-156.0650423,20.78352803,no
C-1242,PCR -,Maui,Unknown,0,Yes,-156.14023,20.840456,no
C-1254,PCR -,Maui,Unknown,0,Yes,-156.520339,20.878843,no
C-1257,PCR -,Maui,Unknown,0,Yes,-156.0650423,20.78352803,yes
C-1279,PCR -,Maui,Unknown,0,Yes,-156.304244,20.723331,no
C-1289,PCR -,Kauai,Unknown,0,Yes,-159.657286,22.130642,no
C-1298,PCR -,Kauai,Unknown,0,Yes,-159.656617,22.123028,no
C-1300,PCR -,Kauai,Unknown,0,Yes,-159.656669,22.122772,no
C-1304,PCR -,Kauai,Unknown,0,Yes,-159.656264,22.123431,no
C-1319,PCR -,Maui,Unknown,0,Yes,-156.237814,20.767981,no
C-1328,PCR -,Maui,Unknown,0,Yes,-156.2371,20.767736,no
C-1342,PCR -,Molokai,Unknown,0,Yes,-156.965931,21.138065,no
C-1362,PCR -,Molokai,Unknown,0,Yes,-156.965889,21.138045,yes
C-1373,PCR -,Maui,Unknown,0,Yes,-156.331811,20.683617,no
C-1378,PCR -,Molokai,Unknown,0,Yes,-156.965892,21.138014,no
C-1384,PCR -,Maui,Unknown,0,Yes,-156.045903,20.663831,no
C-1386,PCR -,Maui,Unknown,0,Yes,-156.045942,20.663992,yes
C-1387,PCR -,Maui,Unknown,0,Yes,-156.046092,20.6639,yes
C-1390,PCR -,Maui,Unknown,0,Yes,-156.047503,20.664328,no
C-1394,PCR -,Maui,Unknown,0,Yes,-156.048592,20.664939,yes
C-1395,PCR -,Maui,Unknown,0,Yes,-156.048917,20.66495,no
C-1400,PCR -,Maui,Unknown,0,Yes,-156.05085,20.665261,no
C-1405,PCR -,Maui,Unknown,0,Yes,-156.051453,20.667172,yes
C-1407,PCR -,Maui,Unknown,0,Yes,-156.052225,20.667989,no
C-1477,PCR -,Maui,Unknown,0,Yes,-156.322944,20.741641,no
C-1500,PCR -,Maui,Unknown,0,Yes,-156.323751,20.74169,yes
C-1506,PCR -,Maui,Unknown,0,Yes,-155.7052173,19.92253451,no
C-1509,PCR -,Maui,Unknown,0,Yes,-156.030313,20.678003,no
C-1511,PCR -,Maui,Unknown,0,Yes,-156.048911,20.6648,no
C-1515,PCR -,Maui,Unknown,0,Yes,-156.04905,20.664921,no
C-1517,PCR -,Maui,Unknown,0,Yes,-156.049025,20.664919,yes
C-1523,PCR -,Maui,Unknown,0,Yes,-156.04903,20.66489,yes
C-1527,PCR -,Maui,Unknown,0,Yes,-156.030505,20.683003,no
C-1530,PCR -,Maui,Unknown,0,Yes,-156.021999,20.683802,no
C-2521,PCR -,Maui,Unknown,0,Yes,-156.2359704,20.76105449,no
C-2522,PCR -,Maui,Unknown,0,Yes,-156.056539,20.672739,yes
C-2533,PCR -,Maui,Unknown,0,Yes,-156.056892,20.674472,no
C-2537,PCR -,Maui,Unknown,0,Yes,-156.052225,20.667989,no
C-2539,PCR -,Maui,Unknown,0,Yes,-156.193933,20.875489,no
C-2545,PCR -,Maui,Unknown,0,Yes,-156.053583,20.669836,yes
C-2547,PCR -,Maui,Unknown,0,Yes,-156.299233,20.886717,yes
C-2553,PCR -,Maui,Unknown,0,Yes,-156.053875,20.670456,yes
C-2558,PCR -,Maui,Unknown,0,Yes,-156.0795,20.651194,yes
C-2581,PCR -,Maui,Unknown,0,Yes,-156.056783,20.674533,no
C-2582,PCR -,Maui,Unknown,0,Yes,-156.056339,20.675025,no
C-2584,PCR -,Maui,Unknown,0,Yes,-156.056547,20.675492,no
C-2591,PCR -,Maui,Unknown,0,Yes,-155.74039200000001,20.130853,no
C-2593,PCR -,Maui,Unknown,0,Yes,-156.049008,20.664903,yes
C-2601,PCR -,Maui,Unknown,0,Yes,-156.049042,20.664844,no
C-2603,PCR -,Maui,Unknown,0,Yes,-156.049008,20.664903,no
C-2607,PCR -,Maui,Unknown,0,Yes,-156.125529,20.816587,no
C-2610,PCR -,Maui,Unknown,0,Yes,-156.125229,20.817026,no
C-2612,PCR -,Maui,Unknown,0,Yes,-156.129383,20.818472,no
C-2627,PCR -,Maui,Unknown,0,Yes,-156.278061,20.805685,no
