collection_category,fixed_substrate,isotype,strain,c_label,s_label,worms_on_sample,approximate_number_of_worms,males_observed,latitude,longitude,island,substrate,landscape,sky_view,gridsect,gridsect_number,gridsect_direction,gridsect_radius,substrate_temperature,substrate_moisture,ambient_humidity,ambient_temperature,altitude,date,time,pcr_positive,species_id,photo_url_thumb
Not genotyped,Leaf litter,NA,NA,C-0589,NA,Tracks,NA,NA,22.121912,-159.664386,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,4,F,3,16.5,NA,77.4,18.5,1121,2017-08-07,08:29:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0589.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0601,S-05330,Yes,Very Few (1-3),no,22.121886,-159.664394,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,4,A,0,15.8,28,78.4,18.5,1141.348315,2017-08-07,08:27:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0601.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0614,NA,Tracks,NA,NA,22.121839,-159.664469,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,4,A,1,15.7,38,71,19.5,1127.982906,2017-08-07,08:13:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0614.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0620,S-06462,Yes,Very Few (1-3),no,21.137994,-156.965933,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,C,3,21.8,65,73.5,25.3,752.238806,2017-08-12,12:26:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0620.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0626,S-05642,Yes,Very Few (1-3),no,21.177153,-157.005386,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,18,A,1,21.7,50,73.2,23.3,531.6826923,2017-08-12,08:36:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0626.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0629,NA,Tracks,NA,NA,21.175608,-157.008278,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,19,C,3,20.9,59,89.4,22.6,495.076087,2017-08-12,09:38:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0629.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0630,NA,Tracks,NA,NA,21.175636,-157.008285,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,19,E,2,21.1,66,82.8,24,491,2017-08-12,09:43:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0630.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0634,NA,Tracks,NA,NA,21.175678,-157.008278,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,19,A,0,22.8,69.5,87.2,22.6,498.5283019,2017-08-12,09:29:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0634.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0635,NA,Tracks,NA,NA,21.175631,-157.008403,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,19,E,3,21.2,60,82.8,24,496.2743902,2017-08-12,09:43:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0635.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0636,S-06457,Yes,Very Few (1-3),no,21.175561,-157.008278,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,19,C,1,21.3,58.5,89.4,22.6,499.0214286,2017-08-12,09:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0636.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0638,NA,Tracks,NA,NA,21.175514,-157.008275,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,19,D,1,21.4,64,89.2,22.6,499.1627907,2017-08-12,09:41:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0638.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0641,NA,Tracks,NA,NA,21.175617,-157.008225,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,19,F,1,21.6,44.5,84.8,23.3,497.8331242,2017-08-12,09:46:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0641.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0644,NA,Tracks,NA,NA,21.176078,-157.00505,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,19,B,1,21.4,64,92.6,21.9,508.9955357,2017-08-12,09:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0644.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0646,NA,Tracks,NA,NA,21.137981,-156.96595,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,D,3,20.8,61.5,72,25.3,753.1030928,2017-08-12,12:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0646.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0647,S-06450,Yes,Very Few (1-3),no,21.176989,-157.005344,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,18,C,1,22,53.5,87.3,22.2,522.6443769,2017-08-12,08:41:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0647.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0648,S-06445,Yes,Very Few (1-3),no,21.177225,-157.005483,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,18,E,1,21.2,49.5,86.3,21.5,557.5041322,2017-08-12,08:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0648.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0655,NA,Tracks,NA,NA,22.131611,-159.660481,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,D,2,16.4,55,78.4,19.183333333333334,1169.37931,2017-08-08,09:00:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0655.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0656,S-05342,Yes,Very Few (1-3),no,22.131533,-159.660475,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,D,1,16.4,67,78.4,19.166666666666668,1170.22619,2017-08-08,08:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0656.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0657,S-05391,Yes,Very Few (1-3),no,22.13155,-159.660417,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,E,2,16.5,59,78.4,19.166666666666668,1169.635593,2017-08-08,08:58:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0657.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0657,S-05409,Yes,Very Few (1-3),no,22.13155,-159.660417,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,E,2,16.5,59,78.4,19.166666666666668,1169.635593,2017-08-08,08:58:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0657.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0658,S-05455,Yes,Some (11-25),no,22.131444,-159.660425,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,E,3,16.7,51.5,78.4,19.166666666666668,1170.800305,2017-08-08,08:57:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0658.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0658,S-05456,Yes,Some (11-25),no,22.131444,-159.660425,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,E,3,16.7,51.5,78.4,19.166666666666668,1170.800305,2017-08-08,08:57:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0658.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0689,NA,Tracks,NA,NA,22.131511,-159.660439,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,F,3,17.1,35,76,19.7,1158.368794,2017-08-08,08:56:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0689.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0696,S-05188,Yes,Few (4-10),no,22.071294,-159.417508,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,C,3,24.5,67.5,72.7,28.8,158.13,2017-08-09,10:52:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0696.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0698,S-05645,Yes,Very Few (1-3),no,22.071367,-159.417506,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,C,1,24.1,68,72,27.4,157.8187135,2017-08-09,10:53:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0698.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0699,S-05624,Yes,Very Few (1-3),no,22.071358,-159.41745,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,D,3,24.8,65.5,73,27.4,154.6869301,2017-08-09,10:55:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0699.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0699,S-05625,Yes,Very Few (1-3),no,22.071358,-159.41745,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,D,3,24.8,65.5,73,27.4,154.6869301,2017-08-09,10:55:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0699.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0700,NA,Tracks,NA,NA,22.071342,-159.417442,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,D,2,26.4,67.5,72.6,26.7,153.4562738,2017-08-09,10:56:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0700.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0701,NA,Tracks,NA,NA,22.071322,-159.417475,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,D,1,24,67.5,72.3,27.4,155.3727273,2017-08-09,10:57:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0701.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0703,S-05601,Yes,Very Few (1-3),no,22.071339,-159.417489,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,E,1,24.5,66,74.5,26.7,160.5887324,2017-08-09,11:00:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0703.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0704,S-05237,Yes,Few (4-10),no,22.07135,-159.417514,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,E,2,24.8,60,71,27.4,157.199262,2017-08-09,10:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0704.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0704,S-05239,Yes,Few (4-10),no,22.07135,-159.417514,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,E,2,24.8,60,71,27.4,157.199262,2017-08-09,10:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0704.thumb.jpg
Not genotyped,Flower,NA,NA,C-0705,S-05589,Yes,Few (4-10),no,22.071314,-159.417575,Kauai,Rotting flower,Wild forest,Partially Obstructed,yes,7,E,3,25.5,41,71.1,27.4,157.171123,2017-08-09,10:58:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0705.thumb.jpg
Not genotyped,Flower,NA,NA,C-0705,S-05590,Yes,Few (4-10),no,22.071314,-159.417575,Kauai,Rotting flower,Wild forest,Partially Obstructed,yes,7,E,3,25.5,41,71.1,27.4,157.171123,2017-08-09,10:58:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0705.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0706,S-05583,Yes,Few (4-10),no,22.071339,-159.417494,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,F,2,25.6,66,69.6,28.8,161.9841772,2017-08-09,11:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0706.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0706,S-05611,Yes,Few (4-10),no,22.071339,-159.417494,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,F,2,25.6,66,69.6,28.8,161.9841772,2017-08-09,11:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0706.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0720,S-05192,Yes,Very Few (1-3),no,22.071319,-159.417392,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,F,1,25.3,64.5,73.2,28.8,158.7266187,2017-08-09,11:04:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0720.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0720,S-05223,Yes,Very Few (1-3),no,22.071319,-159.417392,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,F,1,25.3,64.5,73.2,28.8,158.7266187,2017-08-09,11:04:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0720.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0727,S-05354,Yes,Very Few (1-3),no,22.131478,-159.660425,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,F,1,16.4,55,78.4,19.166666666666668,1170.479452,2017-08-08,08:56:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0727.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0728,NA,Tracks,NA,NA,22.131475,-159.660453,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,6,A,1,16.4,41,78,19.166666666666668,1170.733813,2017-08-08,08:54:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0728.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0735,NA,Tracks,NA,NA,21.138025,-156.965903,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,F,2,21.3,66,71.6,24.7,766,2017-08-12,12:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0735.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0755,NA,Tracks,NA,NA,21.177075,-157.005463,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,18,F,3,20.9,43,89.7,21.5,498,2017-08-12,08:49:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0755.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0757,NA,Tracks,NA,NA,21.177017,-157.005458,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,18,D,3,22,29,86.3,22.2,498,2017-08-12,08:43:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0757.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0760,S-06474,Yes,Some (11-25),yes,21.177024,-157.005394,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,18,C,3,21.1,32.5,87.3,22.2,489,2017-08-12,08:41:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0760.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0768,NA,Tracks,NA,NA,21.177006,-157.005388,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,18,A,3,21.7,60.5,73.6,23.3,489,2017-08-12,08:36:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0768.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0770,S-06481,Yes,Few (4-10),no,21.177047,-157.005414,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,18,E,2,21.7,60.5,86.3,21.5,490.8519313,2017-08-12,08:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0770.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0778,S-05649,Yes,Few (4-10),no,21.177161,-157.005272,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,18,B,2,20.7,66.5,85.9,22.2,536.7486034,2017-08-12,08:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0778.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0778,S-06463,Yes,Few (4-10),no,21.177161,-157.005272,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,18,B,2,20.7,66.5,85.9,22.2,536.7486034,2017-08-12,08:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0778.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0784,S-05546,Yes,Very Few (1-3),no,22.081611,-159.425964,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,8,D,1,22.1,55,78.5,24.9,276.8301887,2017-08-09,11:31:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0784.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0785,S-05628,Yes,Very Few (1-3),no,22.08160875,-159.4259925,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,8,A,1,21.3,59.5,81.2,24.9,281,2017-08-09,11:24:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0785.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0788,S-05210,Yes,Some (11-25),no,22.081647,-159.426003,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,8,A,2,21.7,67,80.5,24.9,276.6506024,2017-08-09,11:26:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0788.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0792,S-07518,Yes,Some (11-25),no,22.081633,-159.425992,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,8,F,1,22,65,81.4,24.9,272.6217617,2017-08-09,11:27:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0792.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0792,S-07520,Yes,Some (11-25),no,22.081633,-159.425992,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,8,F,1,22,65,81.4,24.9,272.6217617,2017-08-09,11:27:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0792.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0811,NA,Tracks,NA,NA,22.149108,-159.641369,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,5,B,3,20.2,49,70.2,20.5,1250.666,2017-08-08,09:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0811.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0819,NA,Tracks,NA,NA,22.149067,-159.641372,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,5,F,3,18.3,50,71.1,20.5,1248.137931,2017-08-08,10:10:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0819.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0889,S-06514,Yes,Few (4-10),no,21.138075,-156.965825,Molokai,Leaf litter,Wild forest,Obstructed,yes,20,B,3,21.8,67,68.6,26,759.7380952,2017-08-12,12:24:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0889.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0896,S-06665,Yes,Some (11-25),no,20.79521364,-156.0758536,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,F,2,22.2,67.5,81.1,24.3,337,2017-08-15,15:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0896.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0896,S-06666,Yes,Some (11-25),no,20.79521364,-156.0758536,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,F,2,22.2,67.5,81.1,24.3,337,2017-08-15,15:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0896.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0896,S-06667,Yes,Some (11-25),no,20.79521364,-156.0758536,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,F,2,22.2,67.5,81.1,24.3,337,2017-08-15,15:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0896.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0900,S-06564,Yes,Few (4-10),no,20.79521364,-156.0758536,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,E,2,22.1,65.5,78.3,24.9,337,2017-08-15,15:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0900.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0900,S-06671,Yes,Few (4-10),no,20.79521364,-156.0758536,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,E,2,22.1,65.5,78.3,24.9,337,2017-08-15,15:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0900.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0908,S-06656,Yes,Few (4-10),no,20.874575,-156.186331,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,D,2,22.1,67.5,77.5,24.9,242,2017-08-15,15:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0908.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0908,S-06657,Yes,Few (4-10),no,20.874575,-156.186331,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,D,2,22.1,67.5,77.5,24.9,242,2017-08-15,15:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0908.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0908,S-06658,Yes,Few (4-10),no,20.874575,-156.186331,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,D,2,22.1,67.5,77.5,24.9,242,2017-08-15,15:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0908.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0925,S-05734,Yes,Proliferating (25+),no,22.19435,-159.478569,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,C,2,22.8,58,72.1,25.666666666666668,200.1666165,2017-08-10,11:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0925.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0925,S-05735,Yes,Proliferating (25+),no,22.19435,-159.478569,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,C,2,22.8,58,72.1,25.666666666666668,200.1666165,2017-08-10,11:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0925.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0931,S-06767,Yes,Few (4-10),no,20.874611,-156.18645,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,E,3,22.1,65,78.3,24.9,198.809417,2017-08-15,15:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0931.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0931,S-06768,Yes,Few (4-10),no,20.874611,-156.18645,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,E,3,22.1,65,78.3,24.9,198.809417,2017-08-15,15:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0931.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0933,S-05729,Yes,Few (4-10),no,22.194333,-159.478628,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,E,2,23.6,53,77.1,25.666666666666668,200.1533333,2017-08-10,11:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0933.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0937,S-05738,Yes,Proliferating (25+),no,22.194325,-159.478633,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,A,0,22.5,60.5,76.1,25.666666666666668,198.8688525,2017-08-10,11:40:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0937.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0947,NA,Tracks,NA,NA,20.874608,-156.186233,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,C,3,21.3,67,75.6,25.6,193.8323699,2017-08-15,15:30:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0947.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0954,S-05705,Yes,Proliferating (25+),no,22.194394,-159.478606,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,D,2,23,62,76.1,25.666666666666668,198.6987179,2017-08-10,11:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0954.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0959,S-06776,Yes,Few (4-10),no,20.874981,-156.186153,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,A,3,22,46,73.1,25.6,195.9987484,2017-08-15,15:25:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0959.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0959,S-06777,Yes,Few (4-10),no,20.874981,-156.186153,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,A,3,22,46,73.1,25.6,195.9987484,2017-08-15,15:25:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0959.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0959,S-06785,Yes,Few (4-10),no,20.874981,-156.186153,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,A,3,22,46,73.1,25.6,195.9987484,2017-08-15,15:25:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0959.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0986,S-05760,Yes,Proliferating (25+),no,22.194386,-159.478586,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,B,3,23.7,65.5,77.9,26,191.2009569,2017-08-10,11:33:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0986.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0994,S-05751,Yes,Proliferating (25+),yes,22.194444,-159.478561,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,D,3,21.7,63,76,26,188.0660066,2017-08-10,11:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0994.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-0995,S-05876,Yes,Very Few (1-3),no,22.121906,-159.664358,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,B,3,18.5,32.5,79.4,21.2,1116.236842,2017-08-11,14:04:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0995.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1011,S-05929,Yes,Very Few (1-3),no,22.121856,-159.664408,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,E,1,18.8,45,82.3,20.1,1115.131455,2017-08-11,14:08:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1011.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1065,S-05561,Yes,Very Few (1-3),no,22.071328,-159.417467,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,B,1,25.2,69,67.7,28.1,156.6606876,2017-08-09,10:50:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1065.thumb.jpg
