isotype,strain,c_label,s_label,worms_on_sample,approximate_number_of_worms,latitude,longitude,island,landscape,sky_view,gridsect,gridsect_number,gridsect_direction,gridsect_radius,substrate_temperature,substrate_moisture,ambient_humidity,ambient_temperature,altitude,date,time,pcr_positive,species_id,photo_url_thumb,fixed_substrate
NA,NA,C-0057,S-05013,Yes,Few (4-10),21.314214,-157.7226,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,22,35.5,81.5,25.3,436.2609819,2017-08-02,12:04:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0057.thumb.jpg,Fruit
NA,NA,C-0058,S-05108,Yes,Very Few (1-3),21.380481,-157.799983,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,26.2,53,76.4,27.7,101.5946844,2017-08-04,09:33:00,1,Oscheius sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0058.thumb.jpg,Leaf litter
NA,NA,C-0059,NA,Tracks,NA,21.336539,-157.799636,Oahu,Wild forest,Full,no,NA,NA,NA,23.8,56,97.1,22.9,175.9595376,2017-08-04,07:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0059.thumb.jpg,Flower
NA,NA,C-0060,NA,No,NA,21.341519,-157.799472,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,22.3,60,96.1,22.2,264.3141994,2017-08-04,07:53:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0060.thumb.jpg,Flower
NA,NA,C-0061,S-05106,Yes,Few (4-10),21.380164,-157.800606,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,26.4,50,77.1,27.2,98.68586387,2017-08-04,09:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0061.thumb.jpg,Leaf litter
NA,NA,C-0061,S-05107,Yes,Few (4-10),21.380164,-157.800606,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,26.4,50,77.1,27.2,98.68586387,2017-08-04,09:47:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0061.thumb.jpg,Leaf litter
NA,NA,C-0061,S-05116,Yes,Few (4-10),21.380164,-157.800606,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,26.4,50,77.1,27.2,98.68586387,2017-08-04,09:47:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0061.thumb.jpg,Leaf litter
NA,NA,C-0062,S-05105,Yes,Few (4-10),21.338567,-157.799989,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,22.1,60.5,98.5,22.9,205.5173502,2017-08-04,07:45:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0062.thumb.jpg,Leaf litter
NA,NA,C-0062,S-05110,Yes,Few (4-10),21.338567,-157.799989,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,22.1,60.5,98.5,22.9,205.5173502,2017-08-04,07:45:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0062.thumb.jpg,Leaf litter
NA,NA,C-0063,S-05062,Yes,Very Few (1-3),21.351458,-157.806072,Oahu,Wild forest,Obstructed,no,NA,NA,NA,22.3,56,80.5,24,311.9304348,2017-08-03,09:05:00,1,Oscheius sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0063.thumb.jpg,Leaf litter
NA,NA,C-0064,NA,No,NA,21.350156,-157.806275,Oahu,Wild forest,Obstructed,no,NA,NA,NA,21.7,57.5,84.8,23.3,314.7095436,2017-08-03,09:12:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0064.thumb.jpg,Leaf litter
NA,NA,C-0065,S-05082,Yes,Proliferating (25+),21.349858,-157.805975,Oahu,Wild forest,Obstructed,no,NA,NA,NA,21.8,46,77.8,24,322.8517588,2017-08-03,09:15:00,1,C. oiwi,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0065.thumb.jpg,Flower
NA,NA,C-0065,S-05096,Yes,Proliferating (25+),21.349858,-157.805975,Oahu,Wild forest,Obstructed,no,NA,NA,NA,21.8,46,77.8,24,322.8517588,2017-08-03,09:15:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0065.thumb.jpg,Flower
NA,NA,C-0066,S-05054,Yes,Proliferating (25+),21.349003,-157.805303,Oahu,Wild forest,Obstructed,no,NA,NA,NA,22.1,58.5,72.1,24.66666666666667,360.4518519,2017-08-03,09:22:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0066.thumb.jpg,Fruit
NA,NA,C-0066,S-05059,Yes,Proliferating (25+),21.349003,-157.805303,Oahu,Wild forest,Obstructed,no,NA,NA,NA,22.1,58.5,72.1,24.66666666666667,360.4518519,2017-08-03,09:22:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0066.thumb.jpg,Fruit
NA,NA,C-0066,S-05060,Yes,Proliferating (25+),21.349003,-157.805303,Oahu,Wild forest,Obstructed,no,NA,NA,NA,22.1,58.5,72.1,24.66666666666667,360.4518519,2017-08-03,09:22:00,1,Oscheius sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0066.thumb.jpg,Fruit
NA,NA,C-0067,NA,No,NA,21.3487,-157.805486,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,22.9,55.5,79.3,25.388888888888893,372.6434783,2017-08-03,09:27:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0067.thumb.jpg,Leaf litter
NA,NA,C-0068,S-05009,Yes,Some (11-25),21.3071,-157.72425,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,27.3,NA,66.7,29.5,131.3264605,2017-08-02,10:14:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0068.thumb.jpg,Leaf litter
NA,NA,C-0068,S-05018,Yes,Some (11-25),21.3071,-157.72425,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,27.3,NA,66.7,29.5,131.3264605,2017-08-02,10:14:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0068.thumb.jpg,Leaf litter
NA,NA,C-0069,NA,No,NA,21.350806,-157.806331,Oahu,Wild forest,Obstructed,no,NA,NA,NA,22.4,42.5,84.4,24.000000000000004,312.1071429,2017-08-03,09:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0069.thumb.jpg,Flower
NA,NA,C-0070,NA,Tracks,NA,21.362181,-157.779636,Oahu,Wild forest,Obstructed,no,NA,NA,NA,24,56,77.5,26.72222222222222,234.6962025,2017-08-03,11:26:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0070.thumb.jpg,Leaf litter
NA,NA,C-0071,NA,Tracks,NA,21.351047,-157.806342,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,22.5,58,81.1,24.000000000000004,313.501548,2017-08-03,09:40:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0071.thumb.jpg,Fruit
NA,NA,C-0072,S-05045,Yes,Proliferating (25+),21.351633,-157.806033,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,23.2,54.5,72.9,24.66666666666667,317.37751,2017-08-03,09:44:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0072.thumb.jpg,Fruit
NA,NA,C-0072,S-05046,Yes,Proliferating (25+),21.351633,-157.806033,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,23.2,54.5,72.9,24.66666666666667,317.37751,2017-08-03,09:44:00,1,C. oiwi,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0072.thumb.jpg,Fruit
NA,NA,C-0073,S-05071,Yes,Few (4-10),21.351833,-157.805953,Oahu,Wild forest,Obstructed,no,NA,NA,NA,22.6,56.5,73.4,24.66666666666667,313.0282132,2017-08-03,09:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0073.thumb.jpg,Leaf litter
NA,NA,C-0073,S-05083,Yes,Few (4-10),21.351833,-157.805953,Oahu,Wild forest,Obstructed,no,NA,NA,NA,22.6,56.5,73.4,24.66666666666667,313.0282132,2017-08-03,09:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0073.thumb.jpg,Leaf litter
NA,NA,C-0073,S-05084,Yes,Few (4-10),21.351833,-157.805953,Oahu,Wild forest,Obstructed,no,NA,NA,NA,22.6,56.5,73.4,24.66666666666667,313.0282132,2017-08-03,09:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0073.thumb.jpg,Leaf litter
NA,NA,C-0074,NA,No,NA,21.354156,-157.8101,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,23.9,56,66.8,27.44444444444445,311.4350282,2017-08-03,09:59:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0074.thumb.jpg,Flower
NA,NA,C-0075,NA,Tracks,NA,21.364875,-157.779928,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,25.3,55.5,72.4,27.44444444444445,199.4984026,2017-08-03,10:42:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0075.thumb.jpg,Flower
NA,NA,C-0076,S-05056,Yes,Proliferating (25+),21.364619,-157.78015,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,33.6,23,76.9,27.44444444444445,198.6194332,2017-08-03,10:45:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0076.thumb.jpg,Fungus
NA,NA,C-0076,S-05057,Yes,Proliferating (25+),21.364619,-157.78015,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,33.6,23,76.9,27.44444444444445,198.6194332,2017-08-03,10:45:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0076.thumb.jpg,Fungus
NA,NA,C-0076,S-05058,Yes,Proliferating (25+),21.364619,-157.78015,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,33.6,23,76.9,27.44444444444445,198.6194332,2017-08-03,10:45:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0076.thumb.jpg,Fungus
NA,NA,C-0077,S-05087,Yes,Very Few (1-3),21.364069,-157.780194,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,24.1,32,77.4,28.11111111111111,210.8734177,2017-08-03,10:50:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0077.thumb.jpg,Leaf litter
NA,NA,C-0078,S-05066,Yes,Very Few (1-3),21.364117,-157.781025,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,23.3,57,72.1,26.72222222222222,225.5465116,2017-08-03,10:57:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0078.thumb.jpg,Leaf litter
NA,NA,C-0079,NA,No,NA,21.362875,-157.780628,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,22.8,49,73.3,26.05555555555556,237.3697479,2017-08-03,11:03:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0079.thumb.jpg,Leaf litter
NA,NA,C-0080,S-05074,Yes,Very Few (1-3),21.362625,-157.779914,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,24.4,38,76,26.72222222222222,238.1053391,2017-08-03,11:07:00,1,C. tropicalis,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0080.thumb.jpg,Fruit
NA,NA,C-0081,S-05043,Yes,Proliferating (25+),21.360564,-157.778675,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,25.4,53,69.9,28.11111111111111,239.2319277,2017-08-03,11:19:00,1,Oscheius sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0081.thumb.jpg,Leaf litter
NA,NA,C-0081,S-05044,Yes,Proliferating (25+),21.360564,-157.778675,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,25.4,53,69.9,28.11111111111111,239.2319277,2017-08-03,11:19:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0081.thumb.jpg,Leaf litter
NA,NA,C-0082,NA,No,NA,21.502681,-158.017478,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,26.6,10,56.3,28.77777777777778,302.2286432,2017-08-03,12:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0082.thumb.jpg,Flower
NA,NA,C-0083,NA,No,NA,21.503153,-158.016658,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,26.7,40,57.1,28.77777777777778,306.78125,2017-08-03,12:55:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0083.thumb.jpg,Fruit
NA,NA,C-0084,S-05114,Yes,Proliferating (25+),21.336106,-157.799864,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,22.8,50.5,95.1,22.9,168.5283019,2017-08-04,07:34:00,1,C. oiwi,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0084.thumb.jpg,Flower
NA,NA,C-0084,S-05119,Yes,Proliferating (25+),21.336106,-157.799864,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,22.8,50.5,95.1,22.9,168.5283019,2017-08-04,07:34:00,1,C. oiwi,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0084.thumb.jpg,Flower
NA,NA,C-0085,S-05097,Yes,Very Few (1-3),21.336056,-157.799786,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,22.9,60.5,93.7,22.9,169.8389831,2017-08-04,07:36:00,1,C. tropicalis,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0085.thumb.jpg,Flower
NA,NA,C-0086,NA,No,NA,21.503111,-158.017994,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,26.9,NA,50.1,31.555555555555557,299.8040541,2017-08-03,13:16:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0086.thumb.jpg,Fruit
NA,NA,C-0087,S-05072,Yes,Very Few (1-3),21.503733,-158.016819,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,24.1,56,62.3,28.11111111111111,261.4870466,2017-08-03,13:00:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0087.thumb.jpg,Leaf litter
NA,NA,C-0088,NA,Tracks,NA,21.503544,-158.017142,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,25.8,25.5,58.7,29.499999999999996,289.2606061,2017-08-03,13:06:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0088.thumb.jpg,Flower
NA,NA,C-0089,S-05100,Yes,Few (4-10),21.335367,-157.800017,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,22.7,60.5,97.1,22.9,161.3880126,2017-08-04,07:30:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0089.thumb.jpg,Leaf litter
NA,NA,C-0089,S-05102,Yes,Few (4-10),21.335367,-157.800017,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,22.7,60.5,97.1,22.9,161.3880126,2017-08-04,07:30:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0089.thumb.jpg,Leaf litter
NA,NA,C-0090,S-05088,Yes,Very Few (1-3),21.334344,-157.800728,Oahu,Wild forest,Full,no,NA,NA,NA,22.9,56,93.7,22.9,162.0821643,2017-08-04,07:25:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0090.thumb.jpg,Invertebrate
NA,NA,C-0090,S-05089,Yes,Very Few (1-3),21.334344,-157.800728,Oahu,Wild forest,Full,no,NA,NA,NA,22.9,56,93.7,22.9,162.0821643,2017-08-04,07:25:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0090.thumb.jpg,Invertebrate
NA,NA,C-0091,NA,No,NA,21.503139,-158.017917,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,31.3,NA,50.1,31.555555555555557,290.3038348,2017-08-03,13:18:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0091.thumb.jpg,Fruit
NA,NA,C-0092,S-05085,Yes,Very Few (1-3),21.334156,-157.800733,Oahu,Wild forest,Full,NA,NA,NA,NA,22.8,56.5,94.1,22.9,159.0974843,2017-08-04,07:22:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0092.thumb.jpg,Leaf litter
NA,NA,C-0092,S-05086,Yes,Very Few (1-3),21.334156,-157.800733,Oahu,Wild forest,Full,NA,NA,NA,NA,22.8,56.5,94.1,22.9,159.0974843,2017-08-04,07:22:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0092.thumb.jpg,Leaf litter
NA,NA,C-0093,S-05069,Yes,Very Few (1-3),21.361767,-157.779367,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,23.9,55.5,78.7,27.44444444444445,243.1341463,2017-08-03,11:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0093.thumb.jpg,Leaf litter
NA,NA,C-0093,S-05076,Yes,Very Few (1-3),21.361767,-157.779367,Oahu,Wild forest,Partially Obstructed,no,NA,NA,NA,23.9,55.5,78.7,27.44444444444445,243.1341463,2017-08-03,11:12:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0093.thumb.jpg,Leaf litter
NA,NA,C-0094,S-05047,Yes,Proliferating (25+),21.316697,-157.857833,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,32.9,55.5,53.6,32.9,26.74621653,2017-08-03,14:28:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0094.thumb.jpg,Fruit
NA,NA,C-0094,S-05051,Yes,Proliferating (25+),21.316697,-157.857833,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,32.9,55.5,53.6,32.9,26.74621653,2017-08-03,14:28:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0094.thumb.jpg,Fruit
NA,NA,C-0094,S-05052,Yes,Proliferating (25+),21.316697,-157.857833,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,32.9,55.5,53.6,32.9,26.74621653,2017-08-03,14:28:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0094.thumb.jpg,Fruit
NA,NA,C-0095,S-05065,Yes,Very Few (1-3),21.3167,-157.857878,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,32.2,52.5,54,32.9,15.0436409,2017-08-03,14:30:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0095.thumb.jpg,Fruit
NA,NA,C-0095,S-05068,Yes,Very Few (1-3),21.3167,-157.857878,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,32.2,52.5,54,32.9,15.0436409,2017-08-03,14:30:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0095.thumb.jpg,Fruit
NA,NA,C-0096,S-05049,Yes,Proliferating (25+),21.316628,-157.857789,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,27.9,44.5,53.1,33.6,31.55212355,2017-08-03,14:34:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0096.thumb.jpg,Fruit
NA,NA,C-0096,S-05050,Yes,Proliferating (25+),21.316628,-157.857789,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,27.9,44.5,53.1,33.6,31.55212355,2017-08-03,14:34:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0096.thumb.jpg,Fruit
NA,NA,C-0096,S-05053,Yes,Proliferating (25+),21.316628,-157.857789,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,27.9,44.5,53.1,33.6,31.55212355,2017-08-03,14:34:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0096.thumb.jpg,Fruit
NA,NA,C-0097,S-05035,Yes,Very Few (1-3),21.316647,-157.857717,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,28,24.5,55.5,30.8,20.31085044,2017-08-03,14:37:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0097.thumb.jpg,Flower
NA,NA,C-0098,S-05034,Yes,Some (11-25),21.316744,-157.857819,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,31.2,49.5,50.2,33.6,24.2753304,2017-08-03,14:32:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0098.thumb.jpg,Fruit
NA,NA,C-0098,S-05037,Yes,Some (11-25),21.316744,-157.857819,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,31.2,49.5,50.2,33.6,24.2753304,2017-08-03,14:32:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0098.thumb.jpg,Fruit
NA,NA,C-0099,NA,No,NA,21.315656,-157.857072,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,31.3,56.5,58.2,30.8,19.30566406,2017-08-03,15:14:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0099.thumb.jpg,Fruit
NA,NA,C-0100,NA,No,NA,21.503017,-158.017933,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,31.1,NA,48.4,33.611111111111114,302.1266968,2017-08-03,13:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0100.thumb.jpg,Flower
NA,NA,C-0101,NA,No,NA,22.152778,-159.617039,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,22.1,48,63.8,22.6,1235.899083,2017-08-07,10:31:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0101.thumb.jpg,Fruit
NA,NA,C-0102,NA,No,NA,22.154833,-159.617561,Kauai,Wild forest,Obstructed,no,NA,NA,NA,20.2,51,60.3,22.6,1305.000232,2017-08-07,10:23:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0102.thumb.jpg,Flower
NA,NA,C-0103,NA,No,NA,22.154844,-159.617533,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,19.3,51,63.5,25.3,1293.423358,2017-08-07,10:14:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0103.thumb.jpg,Leaf litter
NA,NA,C-0104,NA,No,NA,22.195653,-159.593858,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.3,NA,66.6,26.3,118.8629738,2017-08-06,10:42:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0104.thumb.jpg,Flower
NA,NA,C-0105,NA,No,NA,22.188428,-159.594075,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,22.6,35,69.7,28.1,188.5479744,2017-08-06,11:11:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0105.thumb.jpg,Fruit
NA,NA,C-0106,S-05078,Yes,Few (4-10),21.387036,-157.805522,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,27.3,NA,75.4,27,59.81775701,2017-08-04,10:54:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0106.thumb.jpg,Fruit
NA,NA,C-0106,S-05079,Yes,Few (4-10),21.387036,-157.805522,Oahu,Rural garden,Partially Obstructed,no,NA,NA,NA,27.3,NA,75.4,27,59.81775701,2017-08-04,10:54:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0106.thumb.jpg,Fruit
NA,NA,C-0107,S-05121,Yes,Some (11-25),22.191986,-159.594322,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.7,40.5,64.6,27,149.69,2017-08-06,11:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0107.thumb.jpg,Fruit
NA,NA,C-0107,S-05122,Yes,Some (11-25),22.191986,-159.594322,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.7,40.5,64.6,27,149.69,2017-08-06,11:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0107.thumb.jpg,Fruit
NA,NA,C-0107,S-05123,Yes,Some (11-25),22.191986,-159.594322,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.7,40.5,64.6,27,149.69,2017-08-06,11:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0107.thumb.jpg,Fruit
NA,NA,C-0107,S-05124,Yes,Some (11-25),22.191986,-159.594322,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.7,40.5,64.6,27,149.69,2017-08-06,11:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0107.thumb.jpg,Fruit
NA,NA,C-0107,S-05125,Yes,Some (11-25),22.191986,-159.594322,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.7,40.5,64.6,27,149.69,2017-08-06,11:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0107.thumb.jpg,Fruit
NA,NA,C-0108,NA,No,NA,22.191953,-159.594275,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,25.4,33,68.4,27,151.1386139,2017-08-06,10:46:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0108.thumb.jpg,Flower
NA,NA,C-0109,S-05270,Yes,Few (4-10),22.198275,-159.594825,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.9,35,69.1,26.3,92.03663004,2017-08-06,10:31:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0109.thumb.jpg,Leaf litter
NA,NA,C-0109,S-05282,Yes,Few (4-10),22.198275,-159.594825,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.9,35,69.1,26.3,92.03663004,2017-08-06,10:31:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0109.thumb.jpg,Leaf litter
NA,NA,C-0110,S-05131,Yes,Some (11-25),22.198258,-159.594856,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.3,54.5,74.1,27,99.68298368,2017-08-06,10:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0110.thumb.jpg,Leaf litter
